Teks;Kelas
Balai Diklat Industri (BDI) Denpasar telah menyelenggarakan Employee Innovation Challenge 2021 yang diperuntukkan untuk menggali inovasi inovasi serta ide ide yang fresh dari para pegawainya dan telah mendapatkan 3 (tiga) juara untuk challenge tersebut Selamat kepada para juara Employee Innovation Challenge 2021Semoga dapat menjadi pemacu semangat untuk terus menciptakan inovasi inovasi serta ide ide baru demi kemajuan BDI Denpasar ke depannya;Bikin Maker Space
Workshop Melukis di Media Kain dan Apparel BDI Denpasar telah menyelenggarakan workshop bertema Melukis di Media Kain dan Apparel pada Rabu – Jumat, 11 – 13 November 2020 Workshop ini bertujuan untuk membantu masyarakat umum yang memiliki basic melukis untuk dapat mengembangkan kemampuannya agar bisa memulai usaha kerajinan Peserta kegiatan ini berasal dari penduduk yang berdomisili di Bali dan diisi oleh dua instruktur berpengalaman yaitu I Made Darmika (instruktur lukis) dan Gede Bagus Ardhana (instruktur fotografi);Bikin Maker Space
Kementerian Perindustrian berkomitmen kuat untuk mewujudkan sistem birokrasi yang transparan, akuntabilitas, serta bebas dari praktek Korupsi, Kolusi, dan Nepotisme (KKN) Salah satu langkah yang dilakukan untuk mewujudkan hal tersebut adalah dengan terus berupaya mendorong pembangunan Zona Integritas menuju Wilayah Bebas dari Korupsi (WBK) serta Wilayah Birokrasi Bersih dan Melayani (WBBM) di seluruh satuan kerja (satker) yang ada Kepala BDI Denpasar Zya Labiba menyampaikan pihaknya berkomitmen mewujudkan Zona Integritas menuju WBBM Berbagai upaya telah dilakukan, seperti penggunaan integrated barcode system pada layanan diklat, layanan pengaduan dan pelaporan gratifikasi secara online, layanan BIKIN Makerspace untuk wadah para maker kriya dalam berkarya dan berkolaborasi, layanan Lembaga Sertifikasi Profesi (LSP) BDI Denpasar dalam bidang animasi, serta Inkubator Bisnis (Inbis) Tohpati yang telah menjadi rujukan berbagai instansi “Selain itu, kami juga selalu mendukung para pegawai untuk dapat terus mengembangkan inovasi inovasinya dalam meningkatkan pelayanan publik di BDI Denpasar,” jelasnya Pada kesempatan ini juga, Zya Labiba juga menjelaskan bahwa BDI Denpasar sedang menjajaki kerjasama dengan Apple Academy untuk mendukung pengembangan program pelatihan di bidang pengembangan aplikasi, khususnya IOS yang memiliki pangsa pasar cukup luas di tanah air;Bikin Maker Space
Berbagai suka dan duka telah kita lalui dalam perjalanan di tahun 2021 Semua hal yang membentuk kita saat ini untuk selalu bersyukur dan menjadi lebih kuat Di tahun yang baru, segala doa dan harapan dipanjatkan dan segala hal yang baik semakin merapat Selalu jaga kesehatan dan tetap semangat dalam mengisi lembaran lembaran baru ya, Sobat kreatif ;Bikin Maker Space
  sobat kreatif semua Siapa yang kemarin tanya tanya mimin kapan ada workshop lagi di Balai Diklat Industri Denpasar? Mimin mau kasih info nih  Workshop “Membuat Sign Board Laser Cut” kembali dibuka Workshop ini rencananya akan diselenggarakan secara offline (tatap muka) selama 2 (dua) hari, 15 16 November 2021 bertempat di BIKIN Makerspace, BDI Denpasar Workshop ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia digital, yuks buruan daftar! GRATIS! Terbatas untuk 16 peserta Workshop ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Bikin Maker Space
Melukis yang selama ini banyak dilakukan pada media kanvas dan dijadikan sebagai hiasan dinding, ternyata bisa divariasikan ke banyak media lho, Sob! Bisa di media kain dan apparel seperti jaket denim, topi, masker, maupun media fashion lainnya Selain bisa membuat tampilan lebih keren, juga bisa membuat gayamu lebih personal dan eksklusif dengan gambar lukis hasil karyamu sendiri Pada Kamis sd Jumat, 21 22 Oktober 2021 yang lalu, Balai Diklat Industri (BDI) Denpasar melalui BIKIN Makerspace telah menyelenggarakan Workshop Melukis di Media Kain dan Apparel Tidak hanya diajarkan untuk melukis di media jaket, topi, maupun masker saja, para peserta juga diajarkan mengenai fotografi produk serta teknik marketing menggunakan sosial media;Bikin Maker Space
Selamat Hari Pers Nasional, 9 Februari 2022 untuk insan pers di Tanah Air Terimakasih kepada para insan pers yang selama ini telah menyebarkan informasi dengan baik Semoga selalu sehat dan tetap produktif menyampaikan berita yang membangun Selamat Hari Pers Nasional 2022!#HariPersNasional2022 #HPN2022 #HariPersNasional;Bikin Maker Space
Balai Diklat Industri Denpasar pada hari Kamis hingga Jumat, 21 22 Oktober 2021 akan mengadakan kelas workshop “Melukis di Media Kain dan Apparel” Workshop diadakan selama 2 hari secara langsung di Bikin Makerspace, BDI Denpasar (tatap muka) Workshop ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Bikin Maker Space
Pada tanggal 29 30 September 2021 kemarin, Balai Diklat Industri (BDI) Denpasar telah menyelenggarakan Workshop Product Photography and Social Media Marketing Pada workshop kali ini, BDI Denpasar berkesempatan untuk dapat berkolaborasi dengan Sekolah Luar Biasa Negeri (SLBN) 2 Denpasar serta Komunitas Rumah Bisabilitas Dalam workshop ini, sebanyak 20 orang peserta dari teman teman difabel diajarkan mengenai dasar dasar fotografi produk dan makanan Selain itu, para peserta juga diajak untuk bagaimana memanfaatkan sosial media yang baik untuk marketing produk agar dapat menarik minat calon pembeli;Bikin Maker Space
Workshop “Membuat Sign Board Laser Cut” kembali dibuka Workshop ini rencananya akan diselenggarakan secara offline (tatap muka) selama 2 (dua) hari, 15 16 November 2021 bertempat di BIKIN Makerspace, BDI Denpasar Workshop ini GRATIS dan KUOTA TERBATAS! Bagi sobat sobat kreatif yang tertarik, bisa langsung mendaftarkan diri di  ;Bikin Maker Space
Suatu organisasi dapat berjalan dengan baik untuk mencapai tujuannya apabila didukung oleh manajemen yang telah bekerja dengan tepat dan sesuai Manajemen merupakan bagian terpenting dalam suatu organisasi, yang bertugas dalam melakukan perencanaan, pengorganisasian, pelaksanaan dan pengawasan terhadap sumber daya yang dimiliki Kegiatan ini dihadiri oleh seluruh jajaran manajemen beserta pegawai BDI Denpasar Harapannya dengan adanya RTM ini, program kerja BDI Denpasar dapat berjalan sesuai yang diharapkan pada tahun tahun mendatang;Bikin Maker Space
Diklat 3 in 1   Pembuatan Gerak Animasi 3 Dimensi Angkatan I On Site (Castle) , Sobat Kreatif Pada Senin (17/1) lalu, Kepala Balai Diklat Industri (BDI) Denpasar membuka Diklat 3 in 1 Pembuatan Gerak Animasi 3 Dimensi Angkatan I Onsite bekerjasama dengan Castle Production Diklat ini diikuti oleh 24 peserta dan bertempat di Jakarta Bagi sobat yg belum mendaftar, yuk cek jadwal diklat kita di ;Diklat 3 in 1
Open Recruitment Diklat 3 in 1 (BDI Denpasar, Makassar) , sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Denpasar dan Makassar ? Simak postingan ini ya Informasi jadwal dan pendaftaran diklat langsung melalui website BDI Denpasar Sampai jumpa di Denpasar dan Makassar ya sobat kreatif  #Diklat3in1 #BDIDenpasar #BDIDenpasarGoesWBBM #ZonaIntegritas #ZI #BersihMelayani #Animasi;Diklat 3 in 1
Diklat Pembuatan Latar Animasi 2 Dimensi Angkatan III On Site (Semarang Creative Content)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Semarang Creative Content (Seccon), Provinsi Jawa Tengah kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 10 (Sepuluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 4 hingga 15 Februari 2022 bertempat di SMK Muhammadiyah 1 Semarang, Kota Semarang, Jawa Tengah Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Diklat 3 in 1
Diklat Pembuatan Gerak Animasi 3 Dimensi Angkatan I  (Jitu   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Jitu Kreasi Utama Yogyakarta, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 22 (Dua Puluh Dua) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 15 Maret hingga 8 April 2022 bertempat di Youth Center Yogyakarta, DI Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Diklat 3 in 1
Open Recruitment Diklat 3 in 1 (Makassar, BDI Denpasar) , sobat kreatif  Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Makassar dan Denpasar? Simak postingan ini ya Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya  Sampai jumpa di Makassar dan Denpasar ya sobat kreatif ;Diklat 3 in 1
Diklat Pembuatan Gerak Animasi 3 Dimensi Angkatan II (Inidia Studio Bali)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Inidia Studio Bali kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 23 (dua puluh tiga) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 21 Januari hingga 17 Februari 2022 bertempat di Balai Diklat Industri Denpasar, Bali Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Diklat 3 in 1
Diklat Penyunting Film Animasi (Editor) Angkatan II (Spektrumedia Studio)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Spektrumedia Animation Studio, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 30 (Tiga Puluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 7 Maret hingga 9 April 2022 bertempat di Balai Diklat Industri Denpasar, Provinsi Bali Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Diklat 3 in 1
Diklat Pembuatan Layout Animasi 3 Dimensi Angkatan I On Site (Baraka Creative Studio Sumatera Barat)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Baraka Creative Studio, Provinsi Sumatera Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 14 (Empat Belas) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 17 Januari hingga 1 Februari 2022 bertempat di Universitas Negeri Padang, Kota Padang, Sumatera Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Diklat 3 in 1
Open Recruitment Diklat 3 in 1 (Semarang, Sukoharjo, Bogor) , sobat kreatif  Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Bogor, Semarang dan Sukoharjo Simak postingan ini ya Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya  Sampai jumpa di Bogor, Semarang dan Sukoharjo ya sobat kreatif;Diklat 3 in 1
 sobat kreatifBalai Diklat Industri Denpasar pada hari Selasa, 2 23 November 2021 akan mengadakan kelas Diklat 3 in 1 “Junior Web Programmer Angkatan III” bekerjasama dengan Mitra Studio Tiga Serangkai Diklat diadakan selama 19 hari secara langsung di Laboratorium Komputer (LabKom) B Lantai 2, BDI Denpasar (tatap muka) Diklat ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Diklat 3 in 1
Diklat Pembuatan Aset Animasi 3 Dimensi Angkatan VI On Site (Nusaedu Digital Creative School Cimahi)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Nusaedu Digital Creative School Cimahi, Jawa Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 28 (Dua Puluh Delapan) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 1 Maret hingga 1 April 2022 bertempat di Cimahi Technopark, Jawa Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Diklat 3 in 1
Diklat Pembuatan Gerak Animasi 3 Dimensi Angkatan V On Site (Jitu Kreasi Utama Yogyakarta)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Jitu Kreasi Utama, Kota Yogyakarta, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 22 (Dua Puluh Dua) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 24 Februari hingga 23 Maret 2022 bertempat di SMSR Yogyakarta (SMKN 3 Kasihan Bantul), Bantul, Provinsi Daerah Istimewa Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Diklat 3 in 1
Open Recruitment Diklat 3 in 1 (Padang, Padang Panjang, BDI Denpasar) , sobat kreatif  Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Padang, Padang Panjang dan Denpasar? Simak postingan ini ya Buat sobat kreatif yang tertarik untuk join, segera daftar di link yang sudah mimin cantumin Untuk detail syarat syarat pendaftaran dapat dilihat di masing masing diklat yang sobat minati ya Sampai jumpa di Padang, Padang Panjang dan Denpasar ya sobat kreatif ;Diklat 3 in 1
Dorong Pembangunan Zona Integritas, Irjen Kemenperin Kunjungi BDI Denpasar Kementerian Perindustrian berkomitmen kuat untuk mewujudkan sistem birokrasi yang transparan, akuntabilitas, serta bebas dari praktek Korupsi, Kolusi, dan Nepotisme (KKN) Salah satu langkah yang dilakukan untuk mewujudkan hal tersebut adalah dengan terus berupaya mendorong pembangunan Zona Integritas menuju Wilayah Bebas dari Korupsi (WBK) serta Wilayah Birokrasi Bersih dan Melayani (WBBM) di seluruh satuan kerja (satker) yang ada Inspektur Jenderal Kementerian Perindustrian, Masrokhan, berkunjung ke Balai Diklat Industri (BDI) Denpasar di Jl WR Supratman No 302, Kesiman Kertalangu, Denpasar, Rabu (26/1) Kunjungan ini dalam rangka pembinaan dan pengawalan pembangunan Zona Integritas di satuan kerja Kemenperin yang ada di Bali Sejak tahun 2015, Kemenperin telah menjalankan serangkaian langkah strategis dalam membangun Zona Integritas untuk mewujudkan perubahan menuju good and clean governance Pada tahun 2021 yang lalu, Kemenperin mengusulkan kepada KemenPAN RB sebanyak 14 satuan kerja untuk memperoleh predikat WBBM dan 17 satuan kerja untuk mendapatkan predikat WBK, termasuk BDI Denpasar “Hal ini sesuai dengan arahan Bapak Menteri Perindustrian, Agus Gumiwang Kartasasmita yang selalu menekankan komitmen untuk memperbaiki jajaran birokrasi yang bersih, produktif dan akuntabel,” tuturnya Dalam kunjungannya, Masrokhan kembali mengingatkan BDI Denpasar yang menjadi representatif Kemenperin di wilayah Bali dan sekitarnya untuk meningkatkan kinerja, komitmen, inovasi, dan kolaborasi dengan semua pihak “Selain itu, BDI Denpasar perlu terus meningkatkan inovasi inovasinya dalam memberikan pelayanan publik, agar kehadirannya dapat memberikan nilai tambah yang lebih luas kepada masyarakat,” pesan Masrokhan Masrokhan juga mengapresiasi capaian BDI Denpasar yang telah berhasil menunjukkan komitmen serta kesungguhan dalam mengimplementasikan pembangunan Zona Integritas dalam wujud nyata di lapangan, sehingga dapat meraih predikat WBK pada akhir tahun 2021 yang lalu “Kami optimis, apabila BDI Denpasar dapat terus meningkatkan inovasi inovasi layanan publiknya, BDI Denpasar akan dapat meraih predikat WBBM ke depannya Hasilnya sangat menjanjikan, apalagi didukung oleh para Aparatur Sipil Negara (ASN) yang masih berusia muda dan kreatif,” tuturnya Setelah pengarahan dari Irjen Kemenperin, dilanjutkan dengan penandatanganan komitmen bersama pembangunan Zona Integritas menuju WBBM di wilayah BDI Denpasar dan kunjungan ke fasilitas layanan yang ada di BDI Denpasar;Diklat 3 in 1
Pengumuman Peserta Diklat 3 in 1 Selamat kepada para peserta diklat yang lolos seleksi Bagi para peserta yang belum lolos jangan sedih masih bisa ikutan lagi di Tahun 2022;Diklat 3 in 1
Diklat Pembuatan Gerak Animasi 2 Dimensi Angkatan III On Site (SSR Bogor)   sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Solusi Semesta Rekakreasi, Provinsi Jawa Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 40 (Empat Puluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 4 Februari hingga 22 Maret 2022 bertempat di Kampus Politeknik SSR, Kab Bogor, Jawa Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 2 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di :  ;Diklat 3 in 1
